Sagina nodosa;Nyylähaarikko;
Sibbaldia procumbens;Närvänä;
Geum rivale;Ojakellukka;
Geranium palustre;Ojakurjenpolvi;
Achillea ptarmica;Ojakärsämö;
Ranunculus flammula;Ojaleinikki;
Veronica beccabunga;Ojatädyke;
Datura stramonium;Okahulluruoho;
Papaver somniferum;Oopiumunikko;
Maianthemum bifolium;Oravanmarja;Metsäoravanmarja
Veronica serpyllifolia;Orvontädyke;
Sonchus asper;Otavalvatti;
Potentilla nivea;Pahtahanhikki;
Saxifraga nivalis;Pahtarikko;
Galium album;Paimenmatara;
Aster x salignus;Pajuasteri;
Lychnis chalcedonica;Palavarakkaus;
Jovibarba globifera;Pallomehiparta;
Pastinaca sativa;Palsternakka;
Nicotiana rustica;Palturitupakka;Kessu
Saxifraga granulata;Papelorikko;
Asparagus officinalis;Parsa;Ruokaparsa
Geranium molle;Pehmytkurjenpolvi;
Cirsium arvense;Pelto-ohdake;
Viola arvensis;Pelto-orvokki;
Fumaria officinalis;Peltoemäkki;
Potentilla norvegica;Peltohanhikki;
Spergula arvensis;Peltohatikka;
Brassica rapa;Peltokaali;
Barbarea vulgaris;Peltokanankaali;
Convolvulus arvensis;Peltokierto;
Erodium cicutarium;Peltokurjennokka;
Myosotis arvensis;Peltolemmikki;
Melampyrum arvense;Peltomaitikka;
Galium spurium;Peltomatara;
Lathyrus sativus;Peltonätkelmä;
Galeopsis bifida;Peltopillike;
Anagallis arvensis;Peltopunka;Peltopuna-alpi,Puna-alpi
Stachys palustris;Peltopähkämö;
Anchusa arvensis;Peltorasti;
Raphanus raphanistrum;Peltoretikka;
Lithospermum arvense;Peltorusojuuri;
Tripleurospermum maritimum ssp. inodorum;Peltosaunio;Saunakukka
Anthemis arvensis;Peltosauramo;
Thlaspi arvense;Peltotaskuruoho;
Veronica agrestis;Peltotädyke;
Erysimum cheiranthoides;Peltoukonnauris;Kankeaukonnauris
Sonchus arvensis;Peltovalvatti;
Senecio vulgaris;Peltovillakko;
Vicia hirsuta;Peltovirvilä;
Heracleum persicum;Persianjättiputki;
Veronica persica;Persiantädyke;
Neottia nidus-avis;Pesäjuuri;
Campanula glomerata;Peurankello;
Astragalus frigidus;Peuranvirna;
Crepis biennis;Piennarkeltto;
Tanacetum vulgare;Pietaryrtti;
Lepidium ruderale;Pihakrassi;
Geranium pusillum;Pihakurjenpolvi;
Plantago major;Piharatamo;
Matricaria discoidea;Pihasaunio;
Polygonum aviculare;Pihatatar;
Stellaria media;Pihatähtimö;
Carduus acanthoides;Piikkikarhiainen;
Cirsium vulgare;Piikkiohdake;
Lactuca serriola;Piikkisalaatti;
Trifolium dubium;Pikkuapila;
Potentilla tabernaemontani;Pikkuhanhikki;
Vaccinium microcarpum;Pikkukarpalo;
Gagea minima;Pikkukäenrieska;
Rhinanthus minor;Pikkulaukku;
Ranunculus pygmaeus;Pikkuleinikki;
Galium trifidum;Pikkumatara;
Centaurium pulchellum;Pikkusappi;Pikkurantasappi
Arctium minus;Pikkutakiainen;
Pyrola minor;Pikkutalvikki;
Vinca minor;Pikkutalvio;
Silene suecica;Pikkutervakko;
Euphorbia exigua;Pikkutyräkki;
Thalictrum minus;Pikkuängelmä;
Armoracia rusticana;Piparjuuri;Maustepiparjuuri
Drosera anglica;Pitkälehtikihokki;
Epilobium hornemannii;Pohjanhorsma;
Cicerbita alpina;Pohjansinivalvatti;
Rumex crispus;Poimuhierakka;
Alchemilla spp.;Poimulehdet;
Vicia cassubica;Pommerinvirna;
Daucus carota;Porkkana;
Ballota nigra;Porro;
Puschkinia scilloides;Posliinihyasintti;
Myosotis sylvatica;Puistolemmikki;
Galanthus nivalis;Puistolumikello;
Senecio sarracenicus;Puistovillakko;Jokivillakko
Artemisia vulgaris;Pujo;
Tragopogon pratensis;Pukinparta;Piennarpukinparta
Dianthus superbus;Pulskaneilikka;
Silene dioica;Puna-ailakki;
Trifolium pratense;Puna-apila;
Torilis japonica;Punakatko;
Bartsia alpina;Punakko;
Actaea erythrocarpa;Punakonnanmarja;
Dactylorhiza incarnata;Punakämmekkä;
Eupatorium cannabinum;Punalatva;Rantapunalatva
Sanguisorba officinalis;Punaluppio;Rohtoluppio,Rohtopunaluppio,Rohtoluppo
Glaucium corniculatum;Punaneidonunikko;
Lamium purpureum;Punapeippi;
Chenopodium rubrum;Punasavikka;
Spergularia rubra;Punasolmukki;
Odontites vulgaris;Punasänkiö;
Vaccinium vitis-idaea;Puolukka;
Borago officinalis;Purasruoho;Kurkkuyrtti,Rohtopurasruoho
Cardamine amara;Purolitukka;
Verbascum phoeniceum;Purppuratulikukka;
Succisa pratensis;Purtojuuri;
Dactylorhiza viride;Pussikämmekkä;
Verbascum speciosum;Pustantulikukka;
Geranium pyrenaicum;Pyreneittenkurjenpolvi;
Potentilla recta;Pystyhanhikki;
Sagittaria sagittifolia;Pystykeiholehti;
Corydalis solida;Pystykiurunkannus;
Oxalis fontana;Pystykäenkaali;
Viola reichenbachiana;Pyökkiorvokki;
Drosera rotundifolia;Pyöreälehtikihokki;
Leucanthemum vulgare;Päivänkakkara;
Helianthemum nummularium;Päivännouto;Kultapäivännouto
Arabis glabra;Pölkkyruoho;
Menyanthes trifoliata;Raate;
